away, away_score, home_score, home, year, week
Seahawks,22,30,Cowboys,1998,12
Saints,20,31,49ers,1998,12
Dolphins,23,26,Patriots,1998,12
Vikings,46,36,Cowboys,1998,13
Steelers,16,19,Lions,1998,13
Colts,31,38,Ravens,1998,13
Jaguars,34,17,Bengals,1998,13
Saints,10,30,Dolphins,1998,13
Eagles,16,24,Packers,1998,13
Buccaneers,31,17,Bears,1998,13
Oilers,18,20,Seahawks,1998,13
Redskins,29,19,Raiders,1998,13
Broncos,31,16,Chargers,1998,13
Falcons,21,10,Rams,1998,13
Cardinals,24,34,Chiefs,1998,13
Bills,21,25,Patriots,1998,13
Panthers,21,48,Jets,1998,13
Giants,07,31,49ers,1998,13
Rams,14,17,Eagles,1998,14
Ravens,14,16,Oilers,1998,14
Bills,33,20,Bengals,1998,14
Cowboys,03,22,Saints,1998,14
Lions,22,37,Jaguars,1998,14
Colts,21,28,Falcons,1998,14
Dolphins,27,17,Raiders,1998,14
Patriots,23,09,Steelers,1998,14
Giants,23,19,Cardinals,1998,14
Chargers,20,24,Redskins,1998,14
49ers,31,28,Panthers,1998,14
Seahawks,31,32,Jets,1998,14
Chiefs,31,35,Broncos,1998,14
Bears,22,48,Vikings,1998,14
Packers,22,24,Buccaneers,1998,14
Jets,21,16,Dolphins,1998,15
Cowboys,17,20,Chiefs,1998,15
Redskins,28,25,Panthers,1998,15
Cardinals,20,17,Eagles,1998,15
Falcons,27,17,Saints,1998,15
Bears,20,26,Packers,1998,15
Bengals,26,39,Colts,1998,15
Oilers,16,13,Jaguars,1998,15
Broncos,16,20,Giants,1998,15
Vikings,38,28,Ravens,1998,15
Patriots,18,32,Rams,1998,15
Raiders,21,44,Bills,1998,15
Steelers,03,16,Buccaneers,1998,15
Chargers,17,38,Seahawks,1998,15
Lions,13,35,49ers,1998,15
Buccaneers,16,20,Redskins,1998,16
Jets,17,10,Bills,1998,16
Bengals,25,24,Steelers,1998,16
Colts,23,27,Seahawks,1998,16
Raiders,17,10,Chargers,1998,16
Saints,17,19,Cardinals,1998,16
Rams,13,20,Panthers,1998,16
49ers,21,24,Patriots,1998,16
Oilers,22,30,Packers,1998,16
Jaguars,10,50,Vikings,1998,16
Ravens,03,24,Bears,1998,16
Falcons,24,17,Lions,1998,16
Eagles,09,13,Cowboys,1998,16
Chiefs,07,28,Giants,1998,16
Broncos,21,31,Dolphins,1998,16
Chiefs,31,24,Raiders,1998,17
Vikings,26,16,Oilers,1998,17
Lions,10,19,Ravens,1998,17
Patriots,10,31,Jets,1998,17
Packers,16,13,Bears,1998,17
Panthers,27,19,Colts,1998,17
Bills,45,33,Saints,1998,17
Dolphins,16,38,Falcons,1998,17
Giants,20,10,Eagles,1998,17
Rams,19,38,49ers,1998,17
Chargers,13,16,Cardinals,1998,17
Seahawks,21,28,Broncos,1998,17
Buccaneers,35,00,Bengals,1998,17
Redskins,07,23,Cowboys,1998,17
Steelers,03,21,Jaguars,1998,17
